,Gene,Prediction,Measured_growth,Growth_cutoff,Computational_growth,Condition,Dataset
23313,b3620,TP,"0,926666667","0,5","0,8217979336",Glucose,Monk 2015
23314,b3621,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23315,b3622,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23316,b3623,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23317,b3624,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23318,b3625,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23319,b3626,TP,"1,015","0,5","0,8217979336",Glucose,Monk 2015
23320,b3627,TP,"1,13","0,5","0,8217979336",Glucose,Monk 2015
23321,b3628,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23322,b3629,TP,"1,103333333","0,5","0,8217979336",Glucose,Monk 2015
23323,b3630,TP,"0,966666667","0,5","0,8217979336",Glucose,Monk 2015
23324,b3631,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23325,b3632,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23326,b3633,TN,0,"0,5",0,Glucose,LB_essential
23327,b3634,TN,0,"0,5",0,Glucose,LB_essential
23328,b3639,TN,0,"0,5","-0,000000001056174747",Glucose,LB_essential
23329,b3640,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23330,b3642,TN,0,"0,5",0,Glucose,Monk 2015
23331,b3648,TN,0,"0,5",0,Glucose,LB_essential
23332,b3650,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23333,b3653,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23334,b3654,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
23335,b3656,TP,"1,11","0,5","0,8217979336",Glucose,Monk 2015
23336,b3662,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23337,b3664,TP,"1,076666667","0,5","0,8217979336",Glucose,Monk 2015
23338,b3665,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23339,b3666,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23340,b3670,TP,"1,035","0,5","0,8217979336",Glucose,Monk 2015
23341,b3671,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23342,b3679,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23343,b3691,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23344,b3693,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23345,b3697,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23346,b3708,TP,"1,1","0,5","0,821332943",Glucose,Monk 2015
23347,b3713,TP,"0,916666667","0,5","0,8217979336",Glucose,Monk 2015
23348,b3714,TP,"0,903333333","0,5","0,8217979336",Glucose,Monk 2015
23349,b3715,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23350,b3721,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23351,b3722,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23352,b3725,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23353,b3726,TP,"0,96","0,5","0,8217979336",Glucose,Monk 2015
23354,b3727,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23355,b3728,TP,"0,946666667","0,5","0,8217979336",Glucose,Monk 2015
23356,b3729,TN,0,"0,5",0,Glucose,LB_essential
23357,b3730,TN,0,"0,5",0,Glucose,LB_essential
23358,b3731,TP,"0,53","0,5","0,2849329233",Glucose,Monk 2015
23359,b3732,TP,"0,755","0,5","0,2849329233",Glucose,Monk 2015
23360,b3733,TP,"0,66","0,5","0,2849329233",Glucose,Monk 2015
23361,b3734,TP,"0,81","0,5","0,2849329233",Glucose,Monk 2015
23362,b3735,TP,"0,786666667","0,5","0,2849329233",Glucose,Monk 2015
23363,b3736,TP,"0,79","0,5","0,2849329233",Glucose,Monk 2015
23364,b3737,TP,"0,806666667","0,5","0,2849329233",Glucose,Monk 2015
23365,b3738,TP,"0,785","0,5","0,2849329233",Glucose,Monk 2015
23366,b3739,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23367,b3744,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23368,b3747,TP,"1,08","0,5","0,8217979336",Glucose,Monk 2015
23369,b3748,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23370,b3749,TP,"0,951666667","0,5","0,8217979336",Glucose,Monk 2015
23371,b3750,TP,"1,033333333","0,5","0,8217979336",Glucose,Monk 2015
23372,b3751,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23373,b3752,TP,"0,856666667","0,5","0,8217979336",Glucose,Monk 2015
23374,b3770,TN,0,"0,5",0,Glucose,Monk 2015
23375,b3771,TN,0,"0,5",0,Glucose,Monk 2015
23376,b3772,FP,"0,003333333","0,5","0,8217979336",Glucose,Monk 2015
23377,b3774,TN,0,"0,5",0,Glucose,Monk 2015
23378,b3779,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23379,b3781,TP,"0,896666667","0,5","0,8217979336",Glucose,Monk 2015
23380,b3784,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23381,b3785,TP,"0,92","0,5","0,8217979336",Glucose,Monk 2015
23382,b3786,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23383,b3787,TP,"0,876666667","0,5","0,8217979336",Glucose,Monk 2015
23384,b3788,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23385,b3789,TP,"0,95","0,5","0,8217979336",Glucose,Monk 2015
23386,b3790,TP,"0,896666667","0,5","0,8217979336",Glucose,Monk 2015
23387,b3791,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23388,b3792,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23389,b3793,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23390,b3794,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23391,b3804,TN,0,"0,5","-0,000000000294712548",Glucose,LB_essential
23392,b3805,TN,0,"0,5",0,Glucose,LB_essential
23393,b3806,TP,"0,69","0,5","0,8217979336",Glucose,Monk 2015
23394,b3809,TN,0,"0,5",0,Glucose,Monk 2015
23395,b3812,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23396,b3816,TP,"0,983333333","0,5","0,8217958187",Glucose,Monk 2015
23397,b3821,TP,"1,033333333","0,5","0,8217979336",Glucose,Monk 2015
23398,b3823,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23399,b3824,TP,"1,008333333","0,5","0,8217979336",Glucose,Monk 2015
23400,b3825,TP,"1,08","0,5","0,8217979336",Glucose,Monk 2015
23401,b3826,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
23402,b3829,FP,0,"0,5","0,8217979336",Glucose,Monk 2015
23403,b3831,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23404,b3833,TP,"0,626666667","0,5","0,8217979336",Glucose,Monk 2015
23405,b3843,TN,0,"0,5",0,Glucose,LB_essential
23406,b3844,TP,"0,796666667","0,5","0,8182351915",Glucose,Monk 2015
23407,b3845,TP,"0,966666667","0,5","0,8217979336",Glucose,Monk 2015
23408,b3846,TP,"0,983333333","0,5","0,8169023245",Glucose,Monk 2015
23409,b3849,TP,"0,946666667","0,5","0,8217979336",Glucose,Monk 2015
23410,b3850,TN,0,"0,5",0,Glucose,LB_essential
23411,b3856,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23412,b3857,TP,"0,915","0,5","0,8217979336",Glucose,Monk 2015
23413,b3860,TP,"0,73","0,5","0,8217979336",Glucose,Monk 2015
23414,b3867,TP,"0,936666667","0,5","0,8217979336",Glucose,Monk 2015
23415,b3870,TN,0,"0,5",0,Glucose,Monk 2015
23416,b3875,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
23417,b3876,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23418,b3877,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23419,b3878,TP,"0,956666667","0,5","0,8217979336",Glucose,Monk 2015
23420,b3880,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23421,b3881,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23422,b3882,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23423,b3883,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23424,b3885,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23425,b3892,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23426,b3893,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23427,b3894,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23428,b3907,TP,"1,068333333","0,5","0,8217979336",Glucose,Monk 2015
23429,b3908,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23430,b3909,TP,"0,853333333","0,5","0,8217979336",Glucose,Monk 2015
23431,b3915,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23432,b3916,FP,"0,316666667","0,5","0,8217979341",Glucose,Monk 2015
23433,b3917,TP,"1,11","0,5","0,8217979336",Glucose,Monk 2015
23434,b3918,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23435,b3919,FP,0,"0,5","0,7507843865",Glucose,Monk 2015
23436,b3924,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23437,b3925,TP,"0,82","0,5","0,8217979336",Glucose,Monk 2015
23438,b3926,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23439,b3927,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23440,b3930,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23441,b3939,TN,0,"0,5",0,Glucose,Monk 2015
23442,b3940,FP,"0,19","0,5","0,8217979336",Glucose,Monk 2015
23443,b3941,TN,0,"0,5",0,Glucose,Monk 2015
23444,b3942,TP,"1,086666667","0,5","0,8217979336",Glucose,Monk 2015
23445,b3943,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23446,b3945,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23447,b3946,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23448,b3951,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23449,b3952,TP,"0,74","0,5","0,8217979336",Glucose,Monk 2015
23450,b3956,FP,"0,183333333","0,5","0,8169805187",Glucose,Monk 2015
23451,b3957,TN,0,"0,5",0,Glucose,Monk 2015
23452,b3958,TN,0,"0,5",0,Glucose,Monk 2015
23453,b3959,TN,0,"0,5",0,Glucose,Monk 2015
23454,b3960,TN,0,"0,5",0,Glucose,Monk 2015
23455,b3962,TP,"1,076666667","0,5","0,8217979336",Glucose,Monk 2015
23456,b3966,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23457,b3967,TN,0,"0,5",0,Glucose,LB_essential
23458,b3972,TN,0,"0,5",0,Glucose,LB_essential
23459,b3974,TN,0,"0,5",0,Glucose,LB_essential
23460,b3990,TN,"0,405","0,5",0,Glucose,Monk 2015
23461,b3991,TN,"0,496666667","0,5",0,Glucose,Monk 2015
23462,b3992,TN,"0,376666667","0,5",0,Glucose,Monk 2015
23463,b3993,TN,"0,405","0,5",0,Glucose,Monk 2015
23464,b3994,TN,"0,46","0,5",0,Glucose,Monk 2015
23465,b3996,TP,"1,113333333","0,5","0,8217979336",Glucose,Monk 2015
23466,b3997,TN,0,"0,5","-0,000000000417963194",Glucose,LB_essential
23467,b4005,TN,0,"0,5",0,Glucose,Monk 2015
23468,b4006,TN,0,"0,5",0,Glucose,Monk 2015
23469,b4013,TN,0,"0,5",0,Glucose,Monk 2015
23470,b4014,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23471,b4015,TP,"0,86","0,5","0,8217979336",Glucose,Monk 2015
23472,b4019,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
23473,b4020,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23474,b4024,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23475,b4025,TP,"0,5","0,5","0,8073695553",Glucose,Monk 2015
23476,b4031,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23477,b4032,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23478,b4033,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23479,b4034,TP,"0,94","0,5","0,8217979336",Glucose,Monk 2015
23480,b4035,TP,"0,953333333","0,5","0,8217979336",Glucose,Monk 2015
23481,b4036,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23482,b4039,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23483,b4040,TN,0,"0,5",0,Glucose,LB_essential
23484,b4041,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23485,b4042,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
23486,b4053,TP,"1,028333333","0,5","0,8217979336",Glucose,Monk 2015
23487,b4054,TP,"1,008333333","0,5","0,8217979336",Glucose,Monk 2015
23488,b4055,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23489,b4064,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23490,b4067,TP,"1,05","0,5","0,8217979336",Glucose,Monk 2015
23491,b4069,TP,"0,95","0,5","0,8217979336",Glucose,Monk 2015
23492,b4070,TP,"1,033333333","0,5","0,8217979336",Glucose,Monk 2015
23493,b4071,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23494,b4072,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23495,b4073,TP,"0,95","0,5","0,8217979336",Glucose,Monk 2015
23496,b4077,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23497,b4079,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23498,b4084,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23499,b4085,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23500,b4086,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23501,b4087,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23502,b4088,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23503,b4090,TP,"0,953333333","0,5","0,8217979336",Glucose,Monk 2015
23504,b4092,TP,"0,966666667","0,5","0,8217979336",Glucose,Monk 2015
23505,b4093,TP,"1,096666667","0,5","0,8217979336",Glucose,Monk 2015
23506,b4094,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
23507,b4095,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23508,b4096,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23509,b4098,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23510,b4099,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23511,b4100,TP,"1,033333333","0,5","0,8217979336",Glucose,Monk 2015
23512,b4101,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23513,b4104,TP,"1,091666667","0,5","0,8217979336",Glucose,Monk 2015
23514,b4105,TP,"0,993333333","0,5","0,8217979336",Glucose,Monk 2015
23515,b4106,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23516,b4111,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23517,b4115,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23518,b4117,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015
23519,b4119,TP,"1,076666667","0,5","0,8217979336",Glucose,Monk 2015
23520,b4120,TP,"0,956666667","0,5","0,8217979336",Glucose,Monk 2015
23521,b4122,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23522,b4123,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23523,b4129,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
23524,b4130,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23525,b4131,TP,"1,003333333","0,5","0,8217979336",Glucose,Monk 2015
23526,b4132,TP,"1,02","0,5","0,8217979336",Glucose,Monk 2015
23527,b4136,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23528,b4138,TP,"1,035","0,5","0,8217979336",Glucose,Monk 2015
23529,b4139,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23530,b4141,TP,"0,95","0,5","0,8217979336",Glucose,Monk 2015
23531,b4146,TP,1,"0,5","0,8217979336",Glucose,Monk 2015
23532,b4151,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23533,b4152,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23534,b4153,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23535,b4154,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23536,b4159,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23537,b4160,TN,0,"0,5",0,Glucose,LB_essential
23538,b4161,TP,"0,846666667","0,5","0,8217979336",Glucose,Monk 2015
23539,b4167,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23540,b4169,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23541,b4173,TP,"0,803333333","0,5","0,8217979336",Glucose,Monk 2015
23542,b4177,TN,0,"0,5",0,Glucose,Monk 2015
23543,b4192,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23544,b4193,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23545,b4194,TP,"0,93","0,5","0,8217979336",Glucose,Monk 2015
23546,b4195,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23547,b4196,TP,"0,833333333","0,5","0,8217979336",Glucose,Monk 2015
23548,b4197,TP,"1,026666667","0,5","0,8217979336",Glucose,Monk 2015
23549,b4198,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23550,b4208,TP,"1,026666667","0,5","0,8216614912",Glucose,Monk 2015
23551,b4209,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23552,b4213,TP,"0,99","0,5","0,8217979336",Glucose,Monk 2015
23553,b4214,TN,"0,4","0,5",0,Glucose,Monk 2015
23554,b4219,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23555,b4226,FP,0,"0,5","0,8217979336",Glucose,LB_essential
23556,b4227,TP,"0,933333333","0,5","0,8217979336",Glucose,Monk 2015
23557,b4230,TP,"1,063333333","0,5","0,8217979336",Glucose,Monk 2015
23558,b4231,TP,"0,986666667","0,5","0,8217979336",Glucose,Monk 2015
23559,b4232,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23560,b4233,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23561,b4237,TP,"1,08","0,5","0,8217979336",Glucose,Monk 2015
23562,b4238,TP,"1,04","0,5","0,8216238517",Glucose,Monk 2015
23563,b4239,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23564,b4240,TP,"1,13","0,5","0,8217979336",Glucose,Monk 2015
23565,b4242,TP,"1,016666667","0,5","0,8217979336",Glucose,Monk 2015
23566,b4244,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23567,b4245,TN,"0,266666667","0,5",0,Glucose,Monk 2015
23568,b4260,TP,"0,746666667","0,5","0,8217979336",Glucose,Monk 2015
23569,b4261,TN,0,"0,5",0,Glucose,LB_essential
23570,b4262,TN,0,"0,5",0,Glucose,LB_essential
23571,b4265,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
23572,b4266,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23573,b4267,TP,"1,083333333","0,5","0,8217979336",Glucose,Monk 2015
23574,b4268,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23575,b4269,TP,"0,943333333","0,5","0,8217979336",Glucose,Monk 2015
23576,b4287,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23577,b4288,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
23578,b4289,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23579,b4290,TP,"0,983333333","0,5","0,8217979336",Glucose,Monk 2015
23580,b4291,TP,"1,03","0,5","0,8217979336",Glucose,Monk 2015
23581,b4297,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23582,b4298,TP,"1,013333333","0,5","0,8217979336",Glucose,Monk 2015
23583,b4311,TP,"0,98","0,5","0,8217979336",Glucose,Monk 2015
23584,b4321,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23585,b4322,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23586,b4323,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23587,b4337,TP,"1,043333333","0,5","0,8217979336",Glucose,Monk 2015
23588,b4352,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23589,b4356,TP,"0,97","0,5","0,8217979336",Glucose,Monk 2015
23590,b4358,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23591,b4367,TP,"0,963333333","0,5","0,8217979336",Glucose,Monk 2015
23592,b4374,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23593,b4381,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23594,b4382,TP,"1,006666667","0,5","0,8217979336",Glucose,Monk 2015
23595,b4383,TP,"1,063333333","0,5","0,8217935269",Glucose,Monk 2015
23596,b4384,TP,"1,04","0,5","0,8217935269",Glucose,Monk 2015
23597,b4386,TP,"1,023333333","0,5","0,8217979336",Glucose,Monk 2015
23598,b4388,FP,0,"0,5","0,7876193944",Glucose,Monk 2015
23599,b4390,TP,"1,073333333","0,5","0,8217979336",Glucose,Monk 2015
23600,b4392,TP,"1,066666667","0,5","0,8217979336",Glucose,Monk 2015
23601,b4394,TP,"1,01","0,5","0,8217979336",Glucose,Monk 2015
23602,b4407,TN,"0,316666667","0,5",0,Glucose,Monk 2015
23603,b4460,TP,"1,04","0,5","0,8217979336",Glucose,Monk 2015
23604,b4464,TP,"0,973333333","0,5","0,8217979336",Glucose,Monk 2015
23605,b4467,TP,"1,03","0,5","0,8217979341",Glucose,Monk 2015
23606,b4468,TP,"1,043333333","0,5","0,8217979341",Glucose,Monk 2015
23607,b4471,TP,"1,036666667","0,5","0,8217979336",Glucose,Monk 2015
23608,b4474,TP,"1,046666667","0,5","0,8217979336",Glucose,Monk 2015
23609,b4476,TP,"1,093333333","0,5","0,8217979336",Glucose,Monk 2015
23610,b4477,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23611,b4478,TP,"1,06","0,5","0,8217979336",Glucose,Monk 2015
23612,b4481,TP,"0,996666667","0,5","0,8217979336",Glucose,Monk 2015
23613,b4485,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23614,b4513,TP,"0,976666667","0,5","0,8217979336",Glucose,Monk 2015
23615,b4515,TP,"1,07","0,5","0,8217979336",Glucose,Monk 2015
23616,b4544,TP,"1,056666667","0,5","0,8217979336",Glucose,Monk 2015